"Geomagz: September 2012","Text","Vol.2 No.3","2088-7906","Badan Geologi Kementrian Eergi Dan Sumber Daya Mineral","2012","84 hlm.: ilus.; 25 cm.","Menjelajah Ingatan akan Krakatau 1883","GMG 2/3/2012 c3","Indonesia","","NONE","","","","","","<16120121>"
"Geomagz: Juni 2012","Text","Vol.2 No.2","2088-7906","Badan Geologi Kementrian Eergi Dan Sumber Daya Mineral","2012","98 hlm.: ilus.; 25 cm.","Berharap Banyak dari Batubara","GMG 2/2/2012 c2","Indonesia","","NONE","","","","","","<16120120>"
"Geomagz: September 2011","Text","Vol.1 No.3","2088-7906","Badan Geologi-Kementerian Energi dan Sumber Daya Mineral","2011","102 hlm.: ilus.; 25cm.","Gunung Anak Krakatau","GMG 1/3/2011 c1","Indonesia","","NONE","","","","","","<16120119>"
"Prisma: November 1978","Text","No.10","0301-6269","Universitas Gadjah Mada","1978","96 hlm.: ilus.; 25cm.","HidupSederhana: siapa yang suka?","PSM 10/11/1978 c1","Indonesia","Yogyakarta","NONE","","","","","","<16120118>"
"National Geographic Traveller: Agustus 2015","Text","Vol.7 No.8","9772085073545","Jakob Oetama","2015","114 hlm.: ilus.; 27 cm.","Menikmati Cumbuan Sawai","NGT 7/8/2015 c1","Indonesia","","NONE","","","","","","<16120117>"
"National Geographic Indonesia: Desember 2016","Text","Vol.12 No.12","9771858201017","Jakob Oetama","2016","130 hlm.: ilus.; 25 cm.","Orangutan Nan Rawan: Kera yang sukar dipahami ini ternyata memiliki kebudayaan turun-temurun","NGI 12/12/2016 c34","Indonesia","","NONE","","","","","","<16120116>"
"National Geographic Indonesia: November 2016","Text","Vol.12 No.11","9771858201017","Jakob Oetama","2016","130 hlm.: ilus.; 25 cm.","Mars: perlombaan menuju planet merah","NGI 12/11/2016 c33","Indonesia","","NONE","","","","","","<16120115>"
"National Geographic Indonesia: Oktober 2016","Text","Vol.12 No.10","9771858201017","Jakob Oetama","2016","130 hlm.: ilus.; 25 cm.","Wajah Eropa Baru: serban imigran yang mengguncang tatanan Eropa","NGI 12/10/2016 c32","Indonesia","","NONE","","","","","","<16120114>"
"National Geographic Indonesia: September 2016","Text","Vol.12 No.9","9771858201017","Jakob Oetama","2016","130 hlm.: ilus.; 25 cm.","Menyembuhkan Kebutaan","NGI 12/9/2016 c31","Indonesia","","NONE","","","","","","<16120113>"
"National Geographic Indonesia: Agustus 2016","Text","Vol.12 No.8","9771858201017","Jakob Oetama","2016","130 hlm.: ilus.; 25 cm.","Revolusi DNA: dengan teknik rekayasa gen terbaru, kita mampu mengubah kehidupan-namun apa perlu?","NGI 12/8/2016 c30","Indonesia","","NONE","","","","","","<16120112>"
"National Geographic Indonesia: Juni 2016","Text","Vol.12 No.6","9771858201017","Jakob Oetama","2016","130 hlm.: ilus.; 25 cm.","Mejarah Masa Depan: pencurian pusaka Indonesia","NGI 12/6/2016 c28","Indonesia","","NONE","","","","","","<16120110>"
"National Geographic Indonesia: Juli 2016","Text","Vol.12 No.7","9771858201017","Jakob Oetama","2016","130 hlm.: ilus.; 25 cm.","Sains Forensik: cara baru singkap kejahatan","NGI 12/7/2016 c29","Indonesia","","NONE","","","","","","<16120111>"
"National Geographic Indonesia: April 2016","Text","Vol.12 No.4","9771858201017","Jakob Oetama","2016","130 hlm.: ilus.; 25 cm.","Suka Cita Kematian: kehidupan selepas wafat di Toraja","NGI 12/4/2016 c26","Indonesia","","NONE","","","","","","<16120108>"
"National Geographic Indonesia: Juni 2014","Text","Vol.10 No.6","9771858201017","Jakob Oetama","2014","130 hlm.: ilus.; 25 cm.","Berburu Harta Karun Makam Raja Peru","NGI 10/6/2014 c5","Indonesia","","NONE","","","","","","<16120087>"
"National Geographic Indonesia: September 2014","Text","Vol.10 No.9","9771858201017","Jakob Oetama","2014","130 hlm.: ilus.; 25 cm.","Anak Nakal Roma: betulkah Nero sekejam itu?","NGI 10/9/2014 c8","Indonesia","","NONE","","","","","","<16120090>"
"National Geographic Indonesia: Juli 2014","Text","Vol.10 No.7","9771858201017","Jakob Oetama","2014","130 hlm.: ilus.; 25 cm.","Kehidupan Di Luar Bum: apakah kita sendirian?","NGI 10/7/2014 c6","Indonesia","","NONE","","","","","","<16120088>"
"National Geographic Indonesia: Juli 2015","Text","Vol.11 No.7","9771858201017","Jakob Oetama","2015","130 hlm.: ilus.; 25 cm.","Menyambangi Pluto: si planet kerdil pada pandangan pertama","NGI 11/7/2015 c17","Indonesia","","NONE","","","","","","<16120099>"
"National Geographic Indonesia: Maret 2016","Text","Vol.12 No.3","9771858201017","Jakob Oetama","2016","130 hlm.: ilus.; 25 cm.","Jangan Buang Aku!: sepertiga pangan di bumi terbuang, sebagian karena buruk rupa","NGI 12/3/2016 c25","Indonesia","","NONE","","","","","","<16120107>"
"National Geographic Indonesia: Februari 2016","Text","Vol.12 No.2","9771858201017","Jakob Oetama","2016","130 hlm.: ilus.; 25 cm.","Perempuan Saudi Kini: Bagaimana Kaum Haw Arab Saudi Mendefinisikan Kembali Jati Diri Mereka?","NGI 12/2/2016 c24","Indonesia","","NONE","","","","","","<16120106>"
"National Geographic Indonesia: Januari 2016","Text","Vol.12 No.1","9771858201017","Jakob Oetama","2016","130 hlm.: ilus.; 25 cm.","Arktika Meleleh: Apa Pengaruhnya Pada Bumi Kita?","NGI 12/1/2016 c23","Indonesia","","NONE","","","","","","<16120105>"
"National Geographic Indonesia: Desember 2015","Text","Vol.11 No.12","9771858201017","Jakob Oetama","2015","130 hlm.: ilus.; 25 cm.","Perawan Suci: perempuan paling berpengaruh di dunia","NGI 11/12/2015 c22","Indonesia","","NONE","","","","","","<16120104>"
"National Geographic Indonesia: November 2015","Text","Vol.11 No.11","9771858201017","Jakob Oetama","2015","130 hlm.: ilus.; 25 cm.","Maaf. Tak Ada Gambar Indah untuk Perubahan Iklim: mampukah kita bertahan?","NGI 11/11/2015 c21","Indonesia","","NONE","","","","","","<16120103>"
"National Geographic Indonesia: Oktober 2015","Text","Vol.11 No.10","9771858201017","Jakob Oetama","2015","130 hlm.: ilus.; 25 cm.","Setengah Manusia: geger leluhur baru pengubah silsilah kita","NGI 11/10/2015 c20","Indonesia","","NONE","","","","","","<16120102>"
"National Geographic Indonesia: September 2015","Text","Vol.11 No.9","9771858201017","Jakob Oetama","2015","130 hlm.: ilus.; 25 cm.","Gading: perangkat GPS pada gading palsu menyingkap sebuah kisah kriminal","NGI 11/9/2015 c19","Indonesia","","NONE","","","","","","<16120101>"
"National Geographic Indonesia : Agustus 2015","Text","Vol.11 No.8","9771858201017","Jakob Oetama","2015","130 hlm.: ilus.; 25 cm.","Petaka Air Kenya: membendung sungai Omo, menuai kekeringan","NGI 11/8/2015 c18","Indonesia","","NONE","","","","","","<16120100>"
"National Geographic Indonesia: Juni 2015","Text","Vol.11 No.6","9771858201017","Jakob Oetama","2015","130 hlm.: ilus.; 25 cm.","Para Dewi Nepal: anak-anak yang dipuja sebagai yang MahaKuasa","NGI 11/6/2015 c16","Indonesia","","NONE","","","","","","<16120098>"
"National Geographic Indonesia: Mei 2015","Text","Vol.11 No.5","9771858201017","Jakob Oetama","2015","130 hlm.: ilus.; 25 cm.","Lumba-Lumba Si Cerdas","NGI 11/5/2015 c15","Indonesia","","NONE","","","","","","<16120097>"
"National Geographic Indonesia: April 2015","Text","Vol.11 No.4","9771858201017","Jakob Oetama","2015","130 hlm.: ilus.; 25 cm.","Gelegar Tambora: dua abad ketika petaka gunung api terburuk sepanjang ingatan manusia","NGI 11/4/2015 c14","Indonesia","","NONE","","","","","","<16120096>"
"National Geographic Indonesia: Maret 2015","Text","Vol.11 N0.3","9771858201017","Jakob Oetama","2015","130 hlm.: ilus.; 25 cm.","Membantah Sains","NGI 11/3/2015 c13","Indonesia","","NONE","","","","","","<16120095>"
"National Geographic Indonesia: Februari 2015","Text","Vol.11 No.2","9771858201017","Jakob Oetama","2014","130 hlm.: ilus.; 25 cm.","Derita Senyap: memulihkan cedera otak para prajurit","NGI 11/2/2015 c12","Indonesia","","NONE","","","","","","<16120094>"
"National Geographic Indonesia: Januari 2015","Text","Vol.11 No.1","9771858201017","Jakob Oetama","2015","130 hlm.: ilus.; 25 cm.","Orang Amerika Pertama","NGI 11/1/2015 c11","Indonesia","","NONE","","","","","","<16120093>"
"National Geographic Indonesia: November 2014","Text","Vol.10 No.11","9771858201017","Jakob Oetama","2014","130 hlm.: ilus.; 25 cm.","Tragedi Everest: detik-detik bencana yang menimpa Sherpa","NGI 10/11/2014 c10","Indonesia","","NONE","","","","","","<16120092>"
"National Geographic Indonesia: Oktober 2014","Text","Vol.10 No.10","9771858201017","Jakob Oetama","2014","130 hlm.: ilus.; 27,5 cm.","Spinosaurus VS T. Rex","NGI 10/10/2014 c9","Indonesia","","NONE","","","","","","<16120091>"
"National Geographic Indonesia: Agustus 2014","Text","Vol.10 No.8","9771858201017","Jakob Oetama","2014","130 hlm.: ilus.; 25 cm.","Kisah Tragis Sang Pangeran dan Gelora Perang Jawa","NGI 10/8/2014 c7","Indonesia","","NONE","","","","","","<16120089>"
"National Geographic Indoneria: April 2014","Text","Vol.10  No.4","9771858201017","Jakob Oetama","2014","130 hlm.: ilus.; 25 cm.","Mungkinkah Batu Bara Bersih?","NGI 10/4/2014 c4","Indonesia","","NONE","","","","","","<16120086>"
"National Geographic Indonesia: Maret 2014","Text","Vol.10 No.3","9771858201017","Jakob Oetama","2014","130 hlm.: ilus.; 25 cm.","Einstein Keliru Kebenaran Lubang Hitam","NGI 10/3/2014 c3","Indonesia","","NONE","","","","","","<16120085>"
"National Geographic Indonesia: Februari 2014","Text","Vol.10 No.2","9771858201017","Jakob Oetama","2014","130 hlm.: ilus.; 25 cm.","Menguak Rahasia Otak: bagaimana sesungguhnya pikiran manusia bekerja?","NGI 10/2/2014 c2","Indonesia","","NONE","","","","","","<16120084>"
"National Geographic Indonesia: Januari 2014","Text","Vol.10 No.1","9771858201017","Jakob Oetama","2014","130 hlm.: ilus.; 25 cm.","Para Kesatria Amazon: mereka melawan dunia modern, dan menang","NGI 10/1/2014 c1","Indonesia","","NONE","","","","","","<16120083>"
"Tempo: Juli 2016","Text","25-31 Juli 2016","0126-4273","Tempo Inti Media","2016","114 hlm.: ilus.; 27,5 cm.","Akhir Pelarian Santoso","TMP  4/7/2016 c64","Indonesia","Jakarta","NONE","","","","","","<16120161>"
"Tempo: Desember 2016","Text","12-18 Desember 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Makar","TMP  2/12/2016 c82","Indonesia","Jakarta","NONE","","","","","","<16120082>"
"Tempo: Desember 2016","Text","5-11 Desember 2016","0126-4273","Tempo Inti Media","2016","114 hlm.: ilus.; 27,5 cm.","Karena Makar Setitik...","TMP  1/12/2016 c81","Indonesia","Jakarta","NONE","","","","","","<16120081>"
"Tempo: November 2016","Text","28 November-4 Desember 2016","0126-4273","Tempo Inti Media","2016","122 hlm.: ilus.; 27,5 cm.","Perang Digital Pilkada Jakarta","TMP  5/11/2016 c80","Indonesia","Jakarta","NONE","","","","","","<16120080>"
"Tempo: November 2016","Text","21-27 November 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Menohok Ahok","TMP  4/11/2016 c79","Indonesia","Jakarta","NONE","","","","","","<16120079>"
"Tempo: November 2016","Text","14-20 November 2016","0126-4273","Tempo Inti Media","2016","114 hlm.: ilus.; 27,5 cm.","Duh, Trump","TMP  3/11/2016 c78","Indonesia","Jakarta","NONE","","","","","","<16120078>"
"Tempo: November 2016","Text","7-13 November 2016","0126-4273","Tempo Inti Media","2016","170 hlm.: ilus.; 27,5 cm.","4 November 2014.","TMP  2/11/2016 c77","Indonesia","Jakarta","NONE","","","","","","<16120077>"
"Tempo: Oktober 2016","Text","31 Oktober-6 November 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Munir Mati, Siapa Peduli","TMP  1/11/2016 c76","Indonesia","Jakarta","NONE","","","","","","<16120076>"
"Tempo: Oktober 2016","Text","24-30 Oktober 2016","0126-4273","Tempo Inti Media","2016","138 hlm.: ilus.; 27,5 cm.","Prospek 2017 Agar Ekonomi Tak Lesu Darah","TMP  4/10/2016 c75","Indonesia","Jakarta","NONE","","","","","","<16120075>"
"Tempo: Oktober 2016","Text","10-16 Oktober 2016","0126-4273","Tempo Inti Media","2016","130 hlm.: ilus.; 27,5 cm.","Gie dan Surat-Surat yangTersembunyi","TMP  2/10/2016 c74","Indonesia","Jakarta","NONE","","","","","","<16120074>"
"Tempo:Oktober 2016","Text","3-9 Oktober 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Kring Kring Reklamasi","TMP  1/10/2016 c73","Indonesia","Jakarta","NONE","","","","","","<16120073>"
"Tempo: September 2016","Text","26 September-2 Oktober 2016","0126-4273","Tempo Inti Media","2016","130 hlm.: ilus.; 27,5 cm.","Mulai!","TMP  5/9/2016 c72","Indonesia","Jakarta","NONE","","","","","","<16120072>"
"Tempo: September 2016","Text","19-25 September 2016","0126-4273","Tempo Inti Media","2016","114 hlm.: ilus.; 27,5 cm.","Lawan, Bang!","TMP  4/9/2016 c71","Indonesia","Jakarta","NONE","","","","","","<16120071>"
"Tempo: September 2016","Text","12-18 September 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Kredit Jumbo untuk Bakrie","TMP  3/9/2016 c70","Indonesia","Jakarta","NONE","","","","","","<16120070>"
"Tempo: September 2016","Text","5-11 September","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Ada Apa Dengan Pizza","TMP  2/9/2016 c69","Indonesia","Jakarta","NONE","","","","","","<16120069>"
"Tempo: September 2016","Text","29 Agustus-4 September 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Mengapa Waseso Meradang","TMP  1/9/2016 c68","Indonesia","Jakarta","NONE","","","","","","<16120068>"
"Tempo: Agustus 2016","Text","22-28 Agustus","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Heboh Menteri Indo-Amerika","TMP  4/8/2016 c67","Indonesia","Jakarta","NONE","","","","","","<16120067>"
"Tempo: Agustus 2016","Text","8-14 Agustus 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Membungkam Freddy Budiman","TMP  2/8/2016 c66","Indonesia","Jakarta","NONE","","","","","","<16120066>"
"Tempo: Agustus 2016","Text","1-7 Agustus2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Setelah Dia Kembali","TMP  1/8/2016 c65","Indonesia","Jakarta","NONE","","","","","","<16120065>"
"tempo: Juli 2016","Text","18-24 Juli 201","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Reshuffle","TMP  3/7/2016 c64","Indonesia","Jakarta","NONE","","","","","","<16120064>"
"Tempo: Juli 2016","Text","11-17 Juli 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Morat-Marit Paket Ekonomi","TMP  2/7/2016 c63","Indonesia","Jakarta","NONE","","","","","","<16120063>"
"Tempo: Juni 2016","Text","27Juni- 2 Juli","0126-4273","Tempo Inti Media","2016","114 hlm.: ilus.; 27,5 cm.","Penggede Di Balik Impor Daging","TMP  5/6/2016 c62","Indonesia","Jakarta","NONE","","","","","","<16120062>"
"Tempo: Juni 2016","Text","20-26 Juni 2016","0126-4273","Tempo Inti Media","2016","98 hlm.: ilus.; 27,5 cm.","Duit Reklamasi Untuk Teman-Teman Ahok","TMP  4/6/2016 c61","Indonesia","Jakarta","NONE","","","","","","<16120061>"
"Tempo: Juni 2016","Text","13-19 Juni 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Dua Wajah Ahok","TMP  3/6/2016 c60","Indonesia","Jakarta","NONE","","","","","","<16120060>"
"Tempo: Juni 2016","Text","6-12 Juni 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Petak Umpet Kilang Tuban","TMP  2/6/2016 c59","Indonesia","Jakarta","NONE","","","","","","<16120059>"
"Tempo: Mei 2016","Text","30 Mei-5 Juni 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Gaduh Di Markas Polisi","TMP  1/6/2016 c58","Indonesia","Jakarta","NONE","","","","","","<16120058>"
"Tempo: Mei 2016","Text","23-29 Mei 2016","0126-4273","Tempo Inti Media","2016","98 hlm.: ilus.; 27,5 cm.","Amuk Reklamasi","TMP  4/5/2016 c57","Indonesia","Jakarta","NONE","","","","","","<16120057>"
"Tempo: Mei 2016","Text","16-22 Mei 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Fobia Hantu Komunisme","TMP  3/5/2016 c56","Indonesia","Jakarta","NONE","","","","","","<16120056>"
"Tempo: Mei 2016","Text","9-15 Mei 2016","0126-4273","Tempo Inti Media","2016","122 hlm.: ilus.; 27,5 cm.","Berebut Panggung Pembebasan Sandera","TMP  2/5/2016 c55","Indonesia","Jakarta","NONE","","","","","","<16120055>"
"Tempo: Mei 2016","Text","2-8 Mei 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Duit Di Kloset Petinggi MA","TMP  1/5/2016 c54","Indonesia","Jakarta","NONE","","","","","","<16120054>"
"Tempo: April 2016","Text","25 April-1 Mei 2016","0126-4273","Tempo Inti Media","2016","145 hlm. Ilus.; 27,5 cm.","Ada Luhut Di Panama Papers","TMP  4/4/2016 c53","Indonesia","Jakarta","NONE","","","","","","<16120053>"
"Tempo: April 2016","Text","18-24 April 2016","0126-4273","Tempo Inti Media","2016","162 hlm.: ilus.; 27,5 cm.","Perempuan Penembus Batas","TMP  3/4/2016 c52","Indonesia","Jakarta","NONE","","","","","","<16120052>"
"Tempo: April 2016","Text","11-17 April 2016","0126-4273","Tempo Inti Media","2016","98 hlm.: ilus.; 27,5 cm.","Reklamasi Tujuh Keliling","TMP  2/4/2016 c51","Indonesia","Jakarta","NONE","","","","","","<16120051>"
"Tempo: April 2016","Text","4-10 April 2016","0126-4273","Tempo Inti Media","2016","114 hlm.: ilus.; 27,5 cm.","Meringkus Susi","TMP  1/4/2016 c50","Indonesia","Jakarta","NONE","","","","","","<16120050>"
"Tempo: Maret 2016","Text","28 Maret-3 April 2016","0126-4273","Tempo Inti Media","2016","114 hlm.: ilus.; 27,5 cm.","Waswas Sumber Waras","TMP  5/3/2016 c49","Indonesia","Jakarta","NONE","","","","","","<16120049>"
"Tempo: Maret 2016","Text","21-27 Maret2016","","Tempo Inti Media","2016","114 hlm.: ilus.; 27,5 cm.","Dikepung Uber","TMP  4/3/2016 c48","Indonesia","Jakarta","NONE","","","","","","<16120048>"
"Tempo: Maret 2016","Text","14-20 Maret 2016","0126-4273","Tempo Inti Media","2016","98 hlm.: ilus.; 27,5 cm.","Saatnya Deg-Degan","TMP  3/3/2016 c47","Indonesia","Jakarta","NONE","","","","","","<16120047>"
"Tempo: Maret 2016","Text","7-13 Maret 2016","0126-4273","Tempo Inti Media","2016","170 hlm.: ilus.; 27,5 cm.","Saatnya Blakblakan","TMP  2/3/2016 c46","Indonesia","Jakarta","NONE","","","","","","<16120046>"
"Tempo: Februari 2016","Text","29 Februari-6 Maret 201","0126-4273","Tempo Inti Media","2016","138 hlm.: ilus.; 27,5 cm.","Seteru Kilang Dua Menteri","TMP  1/3/2016 c45","Indonesia","","NONE","","","","","","<16120045>"
"Tempo: Februari 2016","Text","22-28 Februari","0126-4273","Tempo Inti Media","2016","114 hlm.: ilus.; 27,5 cm.","Ahok VS Penguasa Kaljodo","TMP  4/2/2016 c44","Indonesia","Jakarta","NONE","","","","","","<16120044>"
"Tempo: Februari 2016","Text","15-21 Februari 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Jaringan Makelar Cangkok Ginjal","TMP  3/2/2016 c43","Indonesia","Jakarta","NONE","","","","","","<16120043>"
"Tempo: Februari 2016","Text","8-14 Februari 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Cepat-Cepat Kereta Cepat","TMP  2/2/2016 c42","Indonesia","Jakarta","NONE","","","","","","<16120042>"
"Tempo: Februari 2016","Text","1-7 Februari 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Kesaksian Polisi Korban Teror Thamrin","TMP  1/2/2016 c41","Indonesia","Jakarta","NONE","","","","","","<16120041>"
"Tempo: Januari 2016","Text","25-31 Januari 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Bagaimana Bom Thamrin Direncanakan","TMP  4/1/2016 c40","Indonesia","Jakarta","NONE","","","","","","<16120040>"
"Tempo: Januari 2016","Text","18-24 Januari 2016","0126-4273","Tempo Inti Media","2016","106 hlm.: ilus.; 27,5 cm.","Jakarta, 14 Januari 2016","TMP  3/1/2016 c39","Indonesia","Jakarta","NONE","","","","","","<16120039>"
"Tempo: Januari 2016","Text","11-17 Januari 2016","0126-4273","Tempo Inti Media","2016","114 hlm.: ilus.; 27,5 cm.","Tersengat Listrik Cina","TMP  2/1/2016 c38","Indonesia","Jakarta","NONE","","","","","","<16120038>"
"Tempo: Januari 2016","Text","4-10 Januari 2016","0126-4273","Tempo Inti Media","2016","114 hlm.: ilus.; 27,5 cm.","Jungkir Balik R.J.Lino","TMP  1/1/2016 c37","Indonesia","Jakarta","NONE","","","","","","<16120037>"
"Tempo: Desember 2015","Text","28 Desember 2015-3 Januari 2016","0126-4273","Tempo Inti Media","2015","178 hlm.: ilus.; 27,5 cm.","Tokoh Tempo 2015: Para Penakluk Asap","TMP  5/12/2015 c36","Indonesia","Jakarta","NONE","","","","","","<16120036>"
"Tempo: Desember 2015","Text","21-27 Desember 2015","0126-4273","Tempo Inti Media","2015","114 hlm.: ilus.; 27,5 cm.","Goyang Mundur Setya","TMP  4/12/2015 c35","Indonesia","Jakarta","NONE","","","","","","<16120035>"
"Tempo: November 2015","Text","16-22 November 2015","0126-4273","Tempo Inti Media","2015","170 hlm.: ilus.; 27,5 cm.","Cerita dari Laut","TMP  3/11/2015 c30","Indonesia","Jakarta","NONE","","","","","","<16120030>"
"Tempo: Desember 2015","Text","14-20 Desember 2015","0126-4273","Tempo Inti Media","2015","114 hlm.: ilus.; 27,5 cm.","Aduh Ruki","TMP  3/12/2015 c34","Indonesia","Jakarta","NONE","","","","","","<16120034>"
"Tempo: Desember 2015","Text","7-13 Desember 2015","0126-4273","Tempo Inti Media","2015","122 hlm.: ilus.; 27,5 cm.","Hajar! Yang Mulia","TMP  2/12/2015 c33","Indonesia","Jakarta","NONE","","","","","","<16120033>"
"Tempo: November 2015","Text","30 November- 6 Desember 2015","0126-4273","Tempo Inti Media","2015","130 hlm.: ilus.; 27,5 cm.","Dia yang Dituding","TMP  1/12/2015 c32","Indonesia","Jakarta","NONE","","","","","","<16120032>"
"Tempo: November 2015","Text","23-29 November 2015","0126-4273","Tempo Inti Media","2015","138 hlm.: ilus.; 27,5 cm.","Papa Minta Saham","TMP  4/11/2015 c31","Indonesia","Jakarta","NONE","","","","","","<16120031>"
"Tempo: November 2016","Text","9-15 November 2015","0126-4273","Tempo Inti Media","2015","146 hlm.: ilus.; 27,5 cm.","Bung Tomo: Soerabaja di Tahun 45","TMP  2/11/2015 c29","Indonesia","Jakarta","NONE","","","","","","<16120029>"
"Tempo: November 2015","Text","2-8 November 2015","0126-4273","Tempo Inti Media","2015","130 hlm.: ilus.; 27,5 cm.","Ketika Paloh Dituding","TMP  1/11/2015 c28","Indonesia","Jakarta","NONE","","","","","","<16120028>"
"Tempo: Oktober 2015","Text","26 Oktober-1 November 2015","0126-4273","Tempo Inti Media","2015","154 hlm.: ilus.; 27,5 cm.","Dilema Jokowi","TMP  4/10/2015 c27","Indonesia","Jakarta","NONE","","","","","","<16120027>"
"Tempo: Oktober 2015","Text","19-25 Oktober 2015","0126-4273","Tempo Inti Media","2015","106 hlm.: ilus.; 27,5 cm.","Lobi Emas Freeport-Istana","TMP  3/10/2015 c26","Indonesia","Jakarta","NONE","","","","","","<16120026>"
"Tempo: Oktober 2015","Text","12-18 Oktober 2015","0126-4273","Tempo Inti Media","2015","114 hlm.: ilus.; 27,5 cm.","Sayonara Shinkansen","TMP  2/10/2015 c25","Indonesia","Jakarta","NONE","","","","","","<16120025>"
"Tempo: Oktober 2015","Text","5-11 Oktober 2015","0126-4273","Tempo Inti Media","2015","130 hlm.: ilus.; 27,5 cm.","Jejak CIA pada Tragedi 1965","TMP  1/10/2015 c24","Indonesia","Jakarta","NONE","","","","","","<16120024>"
"Tempo: September 2015","Text","7-13 September 2015","0126-4273","Tempo Inti Media","2015","114 hlm.: ilus.; 27,5 cm.","Waseso, Wasalam...","TMP  2/9/2015 c23","Indonesia","Jakarta","NONE","","","","","","<16120023>"
"Tempo: Agustus 2015","Text","24-30 Agustus 2016","0126-4273","Tempo Inti Media","2015","106 hlm.: ilus.; 27,5 cm.","Rizal Ramli: Petarung atau Peraung","TMP  4/8/2015 c22","Indonesia","Jakarta","NONE","","","","","","<16120022>"
"Tempo: Agustus 2016","Text","17-23 Agustus 2016","0126-4273","Tempo Inti Media","2015","274 hlm.: ilus.; 27,5 cm.","Hamengkubuwono IX: Pengorbanan Sang Pembela Publik","TMP  3/8/2015 c21","Indonesia","Jakarta","NONE","","","","","","<16120021>"
"Tempo: Agustus 2015","Text","10-16 Agustus 2015","0126-4273","Tempo Inti Media","2015","106 hlm.: ilus.; 27,5 cm.","Operasi Menghadang Risma","TMP  2/8/2015 c20","Indonesia","Jakarta","NONE","","","","","","<16120020>"
"Tempo: Agustus 2015","Text","3-9 Agustus 2015","0126-4273","Tempo Inti Media","2015","106 hlm.: ilus.; 27,5 cm.","Bansos Dahulu Suap Kemudian","TMP  1/8/2015 c19","Indonesia","Jakarta","NONE","","","","","","<16120019>"
"Tempo: Juli 2016","Text","27 Juli-2 Agustus 2015","0126-4273","Tempo Inti Media","2015","106 hlm.: ilus.; 27,5 cm.","Amuk dalam Sekam di Tolikara","TMP  4/6/2015 c18","Indonesia","Jakarta","NONE","","","","","","<16120018>"
"Tempo: Mei 2015","Text","25-31 Mei 2015","0126-4273","Tempo Inti Media","2015","154 hlm.: ilus.; 27,5 cm.","Bedol Petral","TMP  4/5/2015 c17","Indonesia","Jakarta","NONE","","","","","","<16120017>"
"Tempo: Mei 2015","Text","18-24 Mei 2015","0126-4273","Tempo Inti Media","2015","122 hlm.: ilus.; 27,5 cm.","Reshuffle untuk Siapa","TMP  3/5/2015 c16","Indonesia","Jakarta","NONE","","","","","","<16120016>"
"Tempo: Mei 2015","Text","11-17 Mei 2015","0126-4273","Tempo Inti Media","2015","114 hlm.: ilus.; 27,5 cm.","Berebut Posisi Basah","TMP  2/5/2015 c15","Indonesia","Jakarta","NONE","","","","","","<16120015>"
"Tempo: Mei 2015","Text","4-10 Mei 2015","0126-4273","Tempo Inti Media","2015","114 hlm.: ilus.; 27,5 cm.","Mary Jane Veloso Terjerat Kartel Narkotik: Investigasi Tempo Sampai Nueva Ecija, Filipina","TMP  1/5/2015 c14","Indonesia","Jakarta","NONE","","","","","","<16120014>"
"Tempo: April 2015","Text","20-26 April 2015","0126-4273","Tempo Inti Media","2015","194 hlm.: ilus.; 27,5 cm.","Bandung 1955: Edisi Khusus 60 Tahun Konferensi Asia-Afrika","TMP  4/4/2015 c13","Indonesia","Jakarta","NONE","","","","","","<16120013>"
